   -0.10000E+02   -0.10000E+02    0.14480E+01    0.52211E-01
   -0.99000E+01   -0.10000E+02    0.14707E+01    0.13436E+01
   -0.98000E+01   -0.10000E+02    0.14929E+01    0.11472E+01
   -0.97000E+01   -0.10000E+02    0.15146E+01   -0.35110E+00
   -0.96000E+01   -0.10000E+02    0.15357E+01   -0.14954E+01
   -0.95000E+01   -0.10000E+02    0.15562E+01   -0.99763E+00
   -0.94000E+01   -0.10000E+02    0.15762E+01    0.62178E+00
   -0.93000E+01   -0.10000E+02    0.15955E+01    0.15919E+01
   -0.92000E+01   -0.10000E+02    0.16142E+01    0.83331E+00
   -0.91000E+01   -0.10000E+02    0.16324E+01   -0.85293E+00
   -0.90000E+01   -0.10000E+02    0.16498E+01   -0.16460E+01
   -0.89000E+01   -0.10000E+02    0.16666E+01   -0.67425E+00
   -0.88000E+01   -0.10000E+02    0.16827E+01    0.10404E+01
   -0.87000E+01   -0.10000E+02    0.16980E+01    0.16718E+01
   -0.86000E+01   -0.10000E+02    0.17124E+01    0.53494E+00
   -0.85000E+01   -0.10000E+02    0.17260E+01   -0.11848E+01
   -0.84000E+01   -0.10000E+02    0.17384E+01   -0.16812E+01
   -0.83000E+01   -0.10000E+02    0.17497E+01   -0.42401E+00
   -0.82000E+01   -0.10000E+02    0.17595E+01    0.12880E+01
   -0.81000E+01   -0.10000E+02    0.17677E+01    0.16813E+01
   -0.80000E+01   -0.10000E+02    0.17741E+01    0.34534E+00
   -0.79000E+01   -0.10000E+02    0.17783E+01   -0.13506E+01
   -0.78000E+01   -0.10000E+02    0.17800E+01   -0.16734E+01
   -0.77000E+01   -0.10000E+02    0.17790E+01   -0.29983E+00
   -0.76000E+01   -0.10000E+02    0.17748E+01    0.13701E+01
   -0.75000E+01   -0.10000E+02    0.17672E+01    0.16539E+01
   -0.74000E+01   -0.10000E+02    0.17559E+01    0.28684E+00
   -0.73000E+01   -0.10000E+02    0.17405E+01   -0.13416E+01
   -0.72000E+01   -0.10000E+02    0.17208E+01   -0.16159E+01
   -0.71000E+01   -0.10000E+02    0.16966E+01   -0.30466E+00
   -0.70000E+01   -0.10000E+02    0.16678E+01    0.12595E+01
   -0.69000E+01   -0.10000E+02    0.16342E+01    0.15518E+01
   -0.68000E+01   -0.10000E+02    0.15960E+01    0.34983E+00
   -0.67000E+01   -0.10000E+02    0.15533E+01   -0.11215E+01
   -0.66000E+01   -0.10000E+02    0.15064E+01   -0.14556E+01
   -0.65000E+01   -0.10000E+02    0.14555E+01   -0.41577E+00
   -0.64000E+01   -0.10000E+02    0.14011E+01    0.93155E+00
   -0.63000E+01   -0.10000E+02    0.13440E+01    0.13247E+01
   -0.62000E+01   -0.10000E+02    0.12845E+01    0.49171E+00
   -0.61000E+01   -0.10000E+02    0.12236E+01   -0.70219E+00
   -0.60000E+01   -0.10000E+02    0.11621E+01   -0.11611E+01
   -0.59000E+01   -0.10000E+02    0.11005E+01   -0.56282E+00
   -0.58000E+01   -0.10000E+02    0.10399E+01    0.45473E+00
   -0.57000E+01   -0.10000E+02    0.98079E+00    0.97205E+00
   -0.56000E+01   -0.10000E+02    0.92386E+00    0.61230E+00
   -0.55000E+01   -0.10000E+02    0.86953E+00   -0.21623E+00
   -0.54000E+01   -0.10000E+02    0.81806E+00   -0.76925E+00
   -0.53000E+01   -0.10000E+02    0.76951E+00   -0.62519E+00
   -0.52000E+01   -0.10000E+02    0.72374E+00    0.14162E-01
   -0.51000E+01   -0.10000E+02    0.68042E+00    0.56764E+00
   -0.50000E+01   -0.10000E+02    0.63909E+00    0.59268E+00
   -0.49000E+01   -0.10000E+02    0.59920E+00    0.13003E+00
   -0.48000E+01   -0.10000E+02    0.56019E+00   -0.38255E+00
   -0.47000E+01   -0.10000E+02    0.52157E+00   -0.51542E+00
   -0.46000E+01   -0.10000E+02    0.48292E+00   -0.20651E+00
   -0.45000E+01   -0.10000E+02    0.44399E+00    0.22666E+00
   -0.44000E+01   -0.10000E+02    0.40468E+00    0.40406E+00
   -0.43000E+01   -0.10000E+02    0.36507E+00    0.21956E+00
   -0.42000E+01   -0.10000E+02    0.32539E+00   -0.10721E+00
   -0.41000E+01   -0.10000E+02    0.28601E+00   -0.27673E+00
   -0.40000E+01   -0.10000E+02    0.24744E+00   -0.18595E+00
   -0.39000E+01   -0.10000E+02    0.21028E+00    0.24843E-01
   -0.38000E+01   -0.10000E+02    0.17522E+00    0.15411E+00
