   -0.50000E+01   -0.50000E+01    0.16965E+00    0.16801E+00
   -0.49500E+01   -0.50000E+01    0.17432E+00    0.15925E+00
   -0.49000E+01   -0.50000E+01    0.17919E+00    0.10047E+00
   -0.48500E+01   -0.50000E+01    0.18426E+00    0.73595E-02
   -0.48000E+01   -0.50000E+01    0.18955E+00   -0.93178E-01
   -0.47500E+01   -0.50000E+01    0.19507E+00   -0.17076E+00
   -0.47000E+01   -0.50000E+01    0.20083E+00   -0.20062E+00
   -0.46500E+01   -0.50000E+01    0.20684E+00   -0.17123E+00
   -0.46000E+01   -0.50000E+01    0.21311E+00   -0.88381E-01
   -0.45500E+01   -0.50000E+01    0.21965E+00    0.25939E-01
   -0.45000E+01   -0.50000E+01    0.22647E+00    0.13934E+00
   -0.44500E+01   -0.50000E+01    0.23359E+00    0.21816E+00
   -0.44000E+01   -0.50000E+01    0.24102E+00    0.23732E+00
   -0.43500E+01   -0.50000E+01    0.24876E+00    0.18792E+00
   -0.43000E+01   -0.50000E+01    0.25683E+00    0.80565E-01
   -0.42500E+01   -0.50000E+01    0.26524E+00   -0.56921E-01
   -0.42000E+01   -0.50000E+01    0.27400E+00   -0.18671E+00
   -0.41500E+01   -0.50000E+01    0.28311E+00   -0.27132E+00
   -0.41000E+01   -0.50000E+01    0.29259E+00   -0.28422E+00
   -0.40500E+01   -0.50000E+01    0.30244E+00   -0.21771E+00
   -0.40000E+01   -0.50000E+01    0.31267E+00   -0.85883E-01
   -0.39500E+01   -0.50000E+01    0.32328E+00    0.78376E-01
   -0.39000E+01   -0.50000E+01    0.33427E+00    0.23169E+00
   -0.38500E+01   -0.50000E+01    0.34563E+00    0.33156E+00
   -0.38000E+01   -0.50000E+01    0.35737E+00    0.34795E+00
   -0.37500E+01   -0.50000E+01    0.36947E+00    0.27184E+00
   -0.37000E+01   -0.50000E+01    0.38192E+00    0.11840E+00
   -0.36500E+01   -0.50000E+01    0.39472E+00   -0.76056E-01
   -0.36000E+01   -0.50000E+01    0.40782E+00   -0.26287E+00
   -0.35500E+01   -0.50000E+01    0.42122E+00   -0.39327E+00
   -0.35000E+01   -0.50000E+01    0.43488E+00   -0.43093E+00
   -0.34500E+01   -0.50000E+01    0.44877E+00   -0.36165E+00
   -0.34000E+01   -0.50000E+01    0.46284E+00   -0.19767E+00
   -0.33500E+01   -0.50000E+01    0.47704E+00    0.24700E-01
   -0.33000E+01   -0.50000E+01    0.49132E+00    0.25345E+00
   -0.32500E+01   -0.50000E+01    0.50562E+00    0.43328E+00
   -0.32000E+01   -0.50000E+01    0.51988E+00    0.51902E+00
   -0.31500E+01   -0.50000E+01    0.53401E+00    0.48673E+00
   -0.31000E+01   -0.50000E+01    0.54795E+00    0.33972E+00
   -0.30500E+01   -0.50000E+01    0.56160E+00    0.10814E+00
   -0.30000E+01   -0.50000E+01    0.57489E+00   -0.15775E+00
   -0.29500E+01   -0.50000E+01    0.58771E+00   -0.39907E+00
   -0.29000E+01   -0.50000E+01    0.59998E+00   -0.56168E+00
