   -0.50000E+01   -0.50000E+01    0.50699E+00    0.48871E+00
   -0.49500E+01   -0.50000E+01    0.51597E+00    0.49436E+00
   -0.49000E+01   -0.50000E+01    0.52522E+00    0.34709E+00
   -0.48500E+01   -0.50000E+01    0.53476E+00    0.87748E-01
   -0.48000E+01   -0.50000E+01    0.54460E+00   -0.20752E+00
   -0.47500E+01   -0.50000E+01    0.55475E+00   -0.44973E+00
   -0.47000E+01   -0.50000E+01    0.56524E+00   -0.56375E+00
   -0.46500E+01   -0.50000E+01    0.57606E+00   -0.51123E+00
   -0.46000E+01   -0.50000E+01    0.58725E+00   -0.30281E+00
   -0.45500E+01   -0.50000E+01    0.59881E+00    0.40583E-02
   -0.45000E+01   -0.50000E+01    0.61075E+00    0.32120E+00
   -0.44500E+01   -0.50000E+01    0.62311E+00    0.55509E+00
   -0.44000E+01   -0.50000E+01    0.63589E+00    0.63423E+00
   -0.43500E+01   -0.50000E+01    0.64910E+00    0.53039E+00
   -0.43000E+01   -0.50000E+01    0.66277E+00    0.26775E+00
   -0.42500E+01   -0.50000E+01    0.67691E+00   -0.83014E-01
   -0.42000E+01   -0.50000E+01    0.69154E+00   -0.42400E+00
   -0.41500E+01   -0.50000E+01    0.70667E+00   -0.65744E+00
   -0.41000E+01   -0.50000E+01    0.72232E+00   -0.71333E+00
   -0.40500E+01   -0.50000E+01    0.73850E+00   -0.56974E+00
   -0.40000E+01   -0.50000E+01    0.75522E+00   -0.25998E+00
   -0.39500E+01   -0.50000E+01    0.77250E+00    0.13554E+00
   -0.39000E+01   -0.50000E+01    0.79033E+00    0.51047E+00
   -0.38500E+01   -0.50000E+01    0.80873E+00    0.76114E+00
   -0.38000E+01   -0.50000E+01    0.82771E+00    0.81478E+00
   -0.37500E+01   -0.50000E+01    0.84726E+00    0.64988E+00
   -0.37000E+01   -0.50000E+01    0.86737E+00    0.30291E+00
   -0.36500E+01   -0.50000E+01    0.88805E+00   -0.14017E+00
   -0.36000E+01   -0.50000E+01    0.90927E+00   -0.56570E+00
   -0.35500E+01   -0.50000E+01    0.93103E+00   -0.86159E+00
   -0.35000E+01   -0.50000E+01    0.95330E+00   -0.94649E+00
   -0.34500E+01   -0.50000E+01    0.97605E+00   -0.79134E+00
   -0.34000E+01   -0.50000E+01    0.99924E+00   -0.42760E+00
   -0.33500E+01   -0.50000E+01    0.10228E+01    0.59754E-01
   -0.33000E+01   -0.50000E+01    0.10468E+01    0.55285E+00
   -0.32500E+01   -0.50000E+01    0.10710E+01    0.92989E+00
   -0.32000E+01   -0.50000E+01    0.10955E+01    0.10951E+01
